source,imageId,blogSlug,blogOrder,blogCover,blogTitle,blogCouple,blogVenue,blogWeddingDate,blogExcerpt,venue,category,filename,aiTags,aiAlt,aiCaption,aiReviewed,aiTextReviewed,aiModel,aiUpdatedAt,aiRating,aiEmotion,aiStoryMoment,aiLighting,aiWeather,aiColours,aiPeople
gallery,MKB000796,,,,,,,,,Killeavy castle,reception and party,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-366_500.webp,killeavy castle|wedding reception|live music|dance floor|bride|wedding guests|party atmosphere|evening light|fairy lights|candid moment|black and white|celebration,"Black and white candid of a bride and guests on the dance floor at Killeavy Castle, with live music and fairy lights","A relaxed black and white moment from the Killeavy Castle reception, with guests gathered on the dance floor as the evening party gets going.",,,gpt-5.5,2026-07-05T15:04:17.622Z,,,,,,,
gallery,MKB000797,,,,,,,,,Killeavy castle,reception and party,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-303_500.webp,killeavy castle|wedding reception|first dance|bride and groom|dance floor|guests watching|warm lighting|joyful moment|indoor celebration|party atmosphere,"First dance at Killeavy Castle, with guests gathered around the warmly lit dance floor near Newry","A relaxed first dance at Killeavy Castle, surrounded by guests and warm evening light on the dance floor.",,,gpt-5.5,2026-07-05T15:04:45.164Z,,,,,,,
gallery,MKB000798,,,,,,,,,Kilmore house,couple portraits,mkb-weddings-northern-ireland-wedding-photographer-kilmore-house-cookstown-wedding-photography-10_500.webp,kilmore house|couple portraits|bride and groom|coastal wedding|dramatic sky|moody lighting|romantic portrait|wedding dress|groom suit|bouquet|shoreline|northern ireland wedding,"Bride and groom portrait on the shoreline near Kilmore House, County Antrim, with a dramatic sky and moody natural light.","A relaxed couple portrait near Kilmore House, with the shoreline, soft moody light and County Antrim sky adding to the atmosphere.",,,gpt-5.5,2026-07-05T15:05:10.457Z,,,,,,,
gallery,MKB000799,,,,,,,,,Kilmore house,couple portraits,mkb-weddings-northern-ireland-wedding-photographer-kilmore-house-glenarif-wedding-photography-1_500.webp,kilmore house|couple portraits|bride and groom|coastal portrait|beach wedding|dramatic sky|natural light|romantic|moody|mountain backdrop|wedding portraits|northern ireland,Bride and groom coastal portrait near Kilmore House in Glenariff with a dramatic sky and mountain backdrop,"A relaxed couple portrait near Kilmore House in Glenariff, with soft natural light, moody skies and the County Antrim coast setting the scene.",,,gpt-5.5,2026-07-05T15:05:35.546Z,,,,,,,
gallery,MKB000800,,,,,,,,,Kilmore house,couple portraits,mkb-weddings-northern-ireland-wedding-photographer-kilmore-house-glenarif-wedding-photography-2_500.webp,couple portraits|bride and groom|mountain backdrop|outdoor wedding|kilmore house|soft light|romantic|scenic landscape|intimate moment|wedding portraits|northern ireland|countryside,"Bride and groom portrait at Kilmore House in Glenariff, with soft light and the County Antrim mountains behind them","A quiet couple portrait at Kilmore House, Glenariff, framed by soft light and the County Antrim countryside.",,,gpt-5.5,2026-07-05T15:06:01.146Z,,,,,,,
gallery,MKB000801,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--347_500.webp,la mon hotel|couple portraits|bride and groom|outdoor garden|wedding kiss|romantic|natural light|wedding bouquet|summer wedding|lawn portraits,Bride and groom share a kiss during garden portraits at La Mon Hotel in County Down,"A relaxed garden portrait at La Mon Hotel, with the couple sharing a quiet kiss in soft summer light.",,,gpt-5.5,2026-07-05T15:06:26.029Z,,,,,,,
gallery,MKB000802,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--390_500.webp,couple portraits|bride and groom|wedding kiss|romantic|black and white|outdoor portraits|field|cloudy sky|soft light|wedding bouquet|intimate moment|la mon hotel,"Black and white couple portrait with a wedding kiss in a field at La Mon Hotel, County Down","A quiet kiss during outdoor couple portraits at La Mon Hotel, with soft cloudy light and the bouquet held close.",,,gpt-5.5,2026-07-05T15:06:51.726Z,,,,,,,
gallery,MKB000803,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--392_500.webp,couple portraits|bride and groom|field portrait|wheat field|outdoor wedding|overcast light|romantic|intimate moment|wedding kiss|bridal bouquet|veil|countryside,"Bride and groom sharing a quiet kiss in a wheat field at La Mon Hotel, County Down, with soft overcast light and bouquet in hand","A relaxed couple portrait at La Mon Hotel in County Down, with soft countryside light and a quiet moment among the wheat.",,,gpt-5.5,2026-07-05T15:07:17.237Z,,,,,,,
gallery,MKB000804,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--394_500.webp,couple portraits|bride and groom|wheat field|stormy sky|dramatic clouds|natural light|romantic|moody|wedding bouquet|outdoor portraits|holding hands|countryside wedding,"Bride and groom holding hands in a wheat field at La Mon Hotel, Belfast, under dramatic storm clouds.","A quiet couple portrait at La Mon Hotel in Belfast, with soft natural light, stormy skies and the countryside adding a relaxed, moody feel.",,,gpt-5.5,2026-07-05T15:07:46.208Z,,,,,,,
gallery,MKB000805,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--397_500.webp,couple portraits|bride and groom|outdoor wedding|field portraits|walking together|holding hands|wedding bouquet|overcast light|romantic|natural moments|wedding dress|grey suit,"Bride and groom walking hand in hand through a field for couple portraits at La Mon Hotel, Belfast","A relaxed outdoor portrait at La Mon Hotel in Belfast, with the couple walking together in soft overcast light.",,,gpt-5.5,2026-07-05T15:08:11.632Z,,,,,,,
gallery,MKB000806,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--404_500.webp,la mon hotel|couple portraits|bride and groom|wheat field|outdoor portrait|natural light|romantic|intimate pose|bridal bouquet|wedding dress|groom suit|belfast wedding,"Bride and groom in a wheat field for relaxed couple portraits at La Mon Hotel, Belfast","A quiet outdoor portrait at La Mon Hotel, with the couple tucked into the wheat field in soft natural light.",,,gpt-5.5,2026-07-05T15:08:37.101Z,,,,,,,
gallery,MKB000807,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--408_500.webp,couple portraits|bride and groom|outdoor portrait|field|golden grass|wedding kiss|romantic|soft light|bouquet|natural backdrop|la mon hotel|belfast wedding,"Bride and groom sharing a kiss in golden grass during couple portraits at La Mon Hotel, Belfast","A quiet kiss in the golden grass at La Mon Hotel, captured with soft natural light during relaxed couple portraits near Belfast.",,,gpt-5.5,2026-07-05T15:09:02.820Z,,,,,,,
gallery,MKB000808,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--410_500.webp,couple portraits|bride and groom|wheat field|outdoor wedding|natural light|romantic|bridal bouquet|wedding dress|groom portrait|summer wedding|soft mood|la mon hotel,"Bride and groom portraits in a wheat field at La Mon Hotel near Belfast, photographed in soft natural light","A relaxed couple portrait at La Mon Hotel, with the bride and groom standing in a summer wheat field in soft natural light.",,,gpt-5.5,2026-07-05T15:09:28.384Z,,,,,,,
gallery,MKB000809,,,,,,,,,La mon hotel,couple portraits,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--412_500.webp,couple portraits|bride and groom|holding hands|wheat field|countryside|outdoor portraits|natural light|dramatic sky|romantic|walking together|wedding portraits|la mon hotel,"Bride and groom holding hands in a wheat field near La Mon Hotel, Belfast, under a dramatic sky","A quiet countryside walk at La Mon Hotel in Belfast, with the couple holding hands in soft natural light.",,,gpt-5.5,2026-07-05T15:09:55.850Z,,,,,,,
gallery,MKB000810,,,,,,,,,La mon hotel,couple portraits,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-115_500.webp,la mon hotel|couple portraits|bride and groom|outdoor portraits|natural light|romantic|wedding bouquet|soft focus|garden setting|intimate moment|wedding day|northern ireland wedding,"Bride and groom sharing a quiet outdoor portrait in the gardens at La Mon Hotel, County Down","A relaxed couple portrait at La Mon Hotel in County Down, with soft natural light, garden greenery and a quiet wedding day moment.",,,gpt-5.5,2026-07-05T15:10:21.754Z,,,,,,,
gallery,MKB000811,,,,,,,,,La mon hotel,couple portraits,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-195_500.webp,couple portraits|bride and groom|wedding dog|outdoor portraits|woodland setting|natural light|playful moment|romantic|wedding bouquet|veil|black tie groom|la mon hotel,"Bride and groom with their dog during woodland portraits at La Mon Hotel, Belfast, in soft natural light","A relaxed couple portrait at La Mon Hotel in Belfast, with the bride, groom and their dog sharing a playful moment in the woodland light.",,,gpt-5.5,2026-07-05T15:10:48.099Z,,,,,,,
gallery,MKB000812,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--100_500.webp,getting ready|bridal details|wedding flat lay|wedding rings|bridal bouquet|wedding shoes|bridal jewellery|soft light|romantic mood|morning preparations|la mon hotel|belfast wedding,"Wedding rings, bouquet, shoes and jewellery laid out in soft morning light at La Mon Hotel, Belfast","A calm getting-ready scene at La Mon Hotel in Belfast, with bridal details gathered in soft morning light.",,,gpt-5.5,2026-07-05T15:11:14.902Z,,,,,,,
gallery,MKB000813,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--101_500.webp,wedding rings|ring detail|bridal bouquet|red roses|floral details|getting ready|detail shot|romantic|soft light|close up|wedding morning,"Wedding rings beside red rose bouquet details during morning preparations at La Mon Hotel, Belfast",Soft morning light on wedding rings and red rose florals during relaxed getting ready moments at La Mon Hotel in Belfast.,,,gpt-5.5,2026-07-05T15:11:39.787Z,,,,,,,
gallery,MKB000814,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--102_500.webp,bridal jewellery|wedding details|getting ready|bracelet closeup|accessories|natural light|soft light|elegant|romantic|detail shot|la mon hotel,"Bridal bracelet close-up in soft natural light during getting ready at La Mon Hotel, Belfast","A quiet getting ready detail at La Mon Hotel, with bridal jewellery photographed in soft natural light.",,,gpt-5.5,2026-07-05T15:12:04.372Z,,,,,,,
gallery,MKB000815,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--119_500.webp,getting ready|bridal makeup|lipstick application|bride portrait|makeup artist|soft light|calm mood|wedding morning|close up|beauty prep|indoor scene,Bride having lipstick applied during calm wedding morning preparations at La Mon Hotel in Belfast,"A quiet getting ready moment at La Mon Hotel, with soft light and natural makeup touches setting the tone for the wedding morning.",,,gpt-5.5,2026-07-05T15:12:30.268Z,,,,,,,
gallery,MKB000816,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--127_500.webp,getting ready|groom prep|groom|grey suit|red tie|cuff adjustment|window light|indoor portrait|calm moment|wedding morning|la mon hotel|belfast wedding,"Groom adjusting his cuff in window light during wedding morning preparations at La Mon Hotel, Belfast","A quiet groom prep moment at La Mon Hotel in Belfast, with soft window light and a relaxed start to the wedding morning.",,,gpt-5.5,2026-07-05T15:12:55.766Z,,,,,,,
gallery,MKB000817,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--130_500.webp,getting ready|groom details|pocket watch|wedding accessories|waistcoat|hands|natural light|intimate moment|classic style|morning prep|la mon hotel,"Groom fastening a pocket watch to his waistcoat during morning prep at La Mon Hotel, Belfast","A quiet getting ready moment at La Mon Hotel, with classic groom details and natural light setting the tone for the day.",,,gpt-5.5,2026-07-05T15:13:20.654Z,,,,,,,
gallery,MKB000818,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--141_500.webp,getting ready|groom|groomsmen|hotel room|la mon hotel|wedding suits|candid laughter|playful moment|natural light|morning preparations|belfast wedding|group portrait,"Groom and groomsmen laughing in a hotel room during morning preparations at La Mon Hotel, Belfast","A relaxed getting ready moment at La Mon Hotel in Belfast, with the groom and groomsmen sharing a laugh before the day gets underway.",,,gpt-5.5,2026-07-05T15:13:45.683Z,,,,,,,
gallery,MKB000819,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--157_500.webp,getting ready|bride|bridesmaids|wedding dress|dress fastening|hotel room|natural light|bridal prep|happy moments|red bridesmaid dresses|morning preparations|la mon hotel,"Bride having her wedding dress fastened by bridesmaids in red dresses during bridal prep at La Mon Hotel, Belfast","A calm, happy morning at La Mon Hotel as the bridesmaids help fasten the bride’s dress in soft hotel room light.",,,gpt-5.5,2026-07-05T15:14:12.465Z,,,,,,,
gallery,MKB000820,,,,,,,,,La mon hotel,getting ready,mkb-weddings-mkb-photography-northern-ireland-wedding-photography-la-mon-hotel-belfast-wedding-photography--167_500.webp,getting ready|bride|bridal shoes|wedding dress|hotel room|natural light|soft light|calm moment|morning prep|bridal portrait|red sofa|northern ireland wedding,"Bride getting ready in soft natural light at La Mon Hotel, with bridal shoes, wedding dress and red sofa in the room","A calm morning prep moment at La Mon Hotel in Belfast, with soft light, bridal details and a relaxed start to the wedding day.",,,gpt-5.5,2026-07-05T15:14:37.454Z,,,,,,,
gallery,MKB000821,,,,,,,,,La mon hotel,getting ready,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-111_500.webp,getting ready|la mon hotel|bride|bridesmaid|bridal robes|champagne|morning preparations|indoor portrait|natural light|happy moments|wedding morning|belfast wedding,"Bride and bridesmaid in robes sharing champagne during wedding morning preparations at La Mon Hotel, Belfast","A relaxed wedding morning at La Mon Hotel in Belfast, with bridal robes, champagne and natural light setting the tone for the day.",,,gpt-5.5,2026-07-05T15:15:04.178Z,,,,,,,
gallery,MKB000822,,,,,,,,,La mon hotel,getting ready,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-121_500.webp,getting ready|bride|bridal robe|mirror portrait|soft light|morning prep|wedding morning|calm mood|indoor|la mon hotel|bridal prep|reflection,"Bride in a robe reflected in a mirror during calm wedding morning prep at La Mon Hotel, County Down","A quiet getting ready moment at La Mon Hotel, with soft morning light and a relaxed bridal prep atmosphere.",,,gpt-5.5,2026-07-05T15:15:29.265Z,,,,,,,
gallery,MKB000823,,,,,,,,,La mon hotel,getting ready,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-135_500.webp,getting ready|bride|bridesmaids|wedding dress|dress fitting|window light|soft light|bridal prep|morning preparations|calm moment|hotel room|la mon hotel,"Bride having her wedding dress fitted by bridesmaids in soft window light at La Mon Hotel, County Down","A calm getting ready moment at La Mon Hotel, with bridesmaids helping with the dress in soft hotel room light.",,,gpt-5.5,2026-07-05T15:15:55.377Z,,,,,,,
gallery,MKB000824,,,,,,,,,La mon hotel,reception and party,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-243_500.webp,reception|speeches|top table|wedding party|guest toast|indoor reception|fairy lights|candid moments|celebration|evening party|joyful mood|la mon hotel,"Wedding guests toast during speeches at the top table at La Mon Hotel, Belfast, with warm fairy lights in the reception room","A relaxed reception moment at La Mon Hotel in Belfast, as guests raise a toast during the speeches under soft fairy lights.",,,gpt-5.5,2026-07-05T15:16:21.489Z,,,,,,,
gallery,MKB000825,,,,,,,,,La mon hotel,reception and party,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-280_500.webp,la mon hotel|wedding reception|dance floor|children dancing|love letters|party moments|black and white|fun candid|evening reception|joyful mood|wedding guests|reception lighting,Black and white candid of children dancing on the dance floor at a La Mon Hotel wedding reception,Children bring the energy to the dance floor during a relaxed evening reception at La Mon Hotel in County Down.,,,gpt-5.5,2026-07-05T15:16:46.480Z,,,,,,,
gallery,MKB000826,,,,,,,,,La mon hotel,reception and party,MKB-weddings-Northern-ireland-wedding-photography-northern-ireland-wedding-photographer-la-mon-hotel-belfast-wedding-photography-294_500.webp,la mon hotel|wedding reception|first dance|bride and groom|dance floor|wedding party|indoor reception|flash lighting|joyful moment|guests watching|romantic dance|northern ireland wedding,"First dance at La Mon Hotel in Belfast, with guests gathered around the warmly lit dance floor","A relaxed first dance at La Mon Hotel, with guests watching close by and flash-lit movement bringing the reception to life.",,,gpt-5.5,2026-07-05T15:17:12.305Z,,,,,,,
gallery,MKB000827,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-107_500.webp,ceremony|indoor wedding|aisle walk|bride entrance|groom waiting|father of bride|soft lighting|romantic|emotional|floral decor|hotel wedding|landsdowne hotel,Bride walking down the aisle with her father during an indoor ceremony at the Landsdowne Hotel in Belfast,"A quiet, emotional aisle walk at the Landsdowne Hotel in Belfast, captured in soft indoor light during the ceremony.",,,gpt-5.5,2026-07-05T15:17:37.850Z,,,,,,,
gallery,MKB000828,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-109_500.webp,ceremony|aisle walk|bride entrance|indoor wedding|wedding party|flower girl|guests|chandelier lighting|warm light|emotional moment|landsdowne hotel|belfast wedding,"Bride walking down the aisle during an indoor ceremony at Landsdowne Hotel, Belfast, with warm chandelier light and guests looking on.","A quiet, emotional aisle walk at Landsdowne Hotel in Belfast, captured in warm indoor light with guests gathered close.",,,gpt-5.5,2026-07-05T15:18:02.989Z,,,,,,,
gallery,MKB000829,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-133_500.webp,ceremony|landsdowne hotel|bride and groom|wedding vows|indoor ceremony|aisle decor|soft lighting|romantic mood|guest seating|officiant|belfast wedding|candid moment,"Bride and groom exchanging vows during an indoor ceremony at Landsdowne Hotel, Belfast, with soft light and aisle decor","A quiet vow exchange at Landsdowne Hotel in Belfast, photographed in a relaxed documentary style with soft light and guests gathered close.",,,gpt-5.5,2026-07-05T15:18:28.279Z,,,,,,,
gallery,MKB000830,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-137_500.webp,ceremony|ring exchange|wedding rings|close up|hands|bride|groom|soft light|romantic|intimate moment|landsdowne hotel|belfast wedding,Close-up of the ring exchange during a wedding ceremony at the Landsdowne Hotel in Belfast,"A quiet ceremony moment at the Landsdowne Hotel in Belfast, captured close as the wedding rings are exchanged in soft light.",,,gpt-5.5,2026-07-05T15:18:53.350Z,,,,,,,
gallery,MKB000831,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-158_500.webp,ceremony|bride and groom|indoor wedding|soft light|romantic|joyful|wedding vows|top table|floral decor|white drapes|landsdowne hotel|belfast wedding,Indoor wedding ceremony at Landsdowne Hotel Belfast with a couple exchanging vows beneath soft light and white drapes,"A warm ceremony moment at Landsdowne Hotel in Belfast, with soft light, floral decor and a relaxed focus on the couple’s vows.",,,gpt-5.5,2026-07-05T15:19:17.926Z,,,,,,,
gallery,MKB000832,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-164_500.webp,landsdowne hotel|ceremony|indoor ceremony|bride and groom|aisle walk|wedding recessional|guests applauding|joyful moment|soft window light|hotel wedding|belfast wedding|celebration,Bride and groom walking back down the aisle at Landsdowne Hotel in Belfast as guests applaud in soft window light,"A joyful ceremony recessional at Landsdowne Hotel in Belfast, with guests applauding as the couple walk back down the aisle.",,,gpt-5.5,2026-07-05T15:19:43.424Z,,,,,,,
gallery,MKB000833,,,,,,,,,Landsdowne Hotel,ceremony,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-169_500.webp,ceremony|bride and groom|aisle walk|processional|hotel wedding|indoor ceremony|natural light|bright lighting|romantic|joyful|guests|landsdowne hotel,"Bride and groom walking down the aisle during their Landsdowne Hotel ceremony in Belfast, surrounded by smiling guests","A relaxed aisle walk at the Landsdowne Hotel in Belfast, with bright indoor light and guests sharing in the joy of the ceremony.",,,gpt-5.5,2026-07-05T15:20:08.821Z,,,,,,,
gallery,MKB000834,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-213_500.webp,couple portraits|bride and groom|stone arch|outdoor portrait|soft daylight|romantic|elegant|wedding dress|black tie|bridal bouquet|landsdowne hotel|wedding portraits,"Bride and groom portrait under a stone arch at Landsdowne Hotel, Belfast, in soft daylight.","A relaxed couple portrait at Landsdowne Hotel in Belfast, with soft daylight, elegant black tie styling and a quiet moment beneath the stone arch.",,,gpt-5.5,2026-07-05T15:20:34.122Z,,,,,,,
gallery,MKB000835,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-218_500.webp,couple portraits|bride and groom|stone staircase|outdoor wedding|natural light|romantic|historic backdrop|wedding dress|black tie|holding hands|elegant|landsdowne hotel,Bride and groom holding hands on the stone staircase at Landsdowne Hotel in Belfast in soft natural light,"A relaxed couple portrait on the stone staircase at Landsdowne Hotel, Belfast, with natural light and a quiet historic backdrop.",,,gpt-5.5,2026-07-05T15:20:59.201Z,,,,,,,
gallery,MKB000836,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-220_500.webp,couple portraits|bride and groom|outdoor walkway|garden portraits|soft natural light|romantic mood|hand in hand|wedding bouquet|black tie wedding|walking portrait|belfast wedding|landsdowne hotel,"Bride and groom walking hand in hand with a bouquet on the garden walkway at Landsdowne Hotel, Belfast","A relaxed couple portrait at Landsdowne Hotel in Belfast, with the bride and groom walking hand in hand in soft natural light.",,,gpt-5.5,2026-07-05T15:21:25.210Z,,,,,,,
gallery,MKB000837,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-221_500.webp,landsdowne hotel|couple portraits|bride and groom|outdoor wedding|garden portraits|evergreen backdrop|natural light|romantic|classic wedding|wedding dress|black tuxedo|bridal bouquet,"Bride and groom portrait in natural light by the evergreen backdrop at Landsdowne Hotel, Belfast","A relaxed couple portrait at Landsdowne Hotel in Belfast, with soft natural light, greenery and an easy documentary feel.",,,gpt-5.5,2026-07-05T15:21:50.083Z,,,,,,,
gallery,MKB000838,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-222_500.webp,couple portraits|bride and groom|outdoor portraits|natural light|romantic|embrace|wedding dress|veil|bridal bouquet|greenery|intimate moment|landsdowne hotel,Bride and groom embracing during outdoor portraits at Landsdowne Hotel in Belfast,"A quiet embrace in the greenery at Landsdowne Hotel, captured in soft natural light during relaxed couple portraits.",,,gpt-5.5,2026-07-05T15:22:15.257Z,,,,,,,
gallery,MKB000839,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-225_500.webp,couple portraits|bride and groom|newlyweds|outdoor portrait|natural light|romantic|intimate moment|wedding veil|bridal bouquet|soft focus|landsdowne hotel|belfast wedding,"Newlyweds share a quiet outdoor portrait at Landsdowne Hotel in Belfast, with soft natural light, veil and bouquet.","A relaxed couple portrait at Landsdowne Hotel, Belfast, capturing a quiet newlywed moment in soft natural light.",,,gpt-5.5,2026-07-05T15:22:40.653Z,,,,,,,
gallery,MKB000840,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-226_500.webp,couple portraits|bride and groom|outdoor portrait|coastal view|dramatic sky|soft evening light|romantic|wedding bouquet|veil|black tie|wedding day|landsdowne hotel,"Bride and groom portrait by the coast near Landsdowne Hotel Belfast, with soft evening light, dramatic sky and bouquet","A relaxed couple portrait near Landsdowne Hotel in Belfast, with coastal views, soft evening light and a calm wedding day atmosphere.",,,gpt-5.5,2026-07-05T15:23:06.148Z,,,,,,,
gallery,MKB000841,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-228_500.webp,couple portraits|bride and groom|wedding portrait|ornate staircase|indoor wedding|dramatic lighting|romantic mood|historic interior|elegant wedding|landsdowne hotel|belfast wedding|newlyweds,"Bride and groom portrait on the ornate staircase at Landsdowne Hotel, Belfast, with soft dramatic indoor light.","A relaxed couple portrait on the ornate staircase at Landsdowne Hotel in Belfast, using the warm indoor light and historic setting naturally.",,,gpt-5.5,2026-07-05T15:23:30.932Z,,,,,,,
gallery,MKB000842,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-231_500.webp,couple portraits|bride and groom|romantic kiss|stone archway|soft natural light|intimate moment|wedding portraits|elegant wedding|moody lighting|bridal bouquet|landsdowne hotel|belfast wedding,Bride and groom share a quiet kiss beneath a stone archway at Landsdowne Hotel in Belfast,"A relaxed couple portrait at Landsdowne Hotel, with soft natural light and a quiet moment beneath the stone archway.",,,gpt-5.5,2026-07-05T15:23:56.325Z,,,,,,,
gallery,MKB000843,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-232_500.webp,couple portraits|bride and groom|landsdowne hotel|belfast wedding|historic building|evening portraits|dramatic lighting|romantic mood|wedding dress|bridal bouquet|outdoor portraits|castle backdrop,"Bride and groom evening portrait outside Landsdowne Hotel in Belfast, with dramatic light and a historic backdrop","A relaxed evening portrait at Landsdowne Hotel in Belfast, with soft drama in the light and the couple framed by the historic setting.",,,gpt-5.5,2026-07-05T15:24:23.154Z,,,,,,,
gallery,MKB000844,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-233_500.webp,couple portraits|bride and groom|outdoor portrait|landsdowne hotel|golden hour|soft light|romantic|wedding day|bridal bouquet|veil|reflective glass|belfast wedding,Bride and groom in soft golden-hour light by reflective glass at the Landsdowne Hotel in Belfast,"A relaxed couple portrait at the Landsdowne Hotel, Belfast, with soft evening light, a veil and bouquet adding gentle wedding-day detail.",,,gpt-5.5,2026-07-05T15:24:48.342Z,,,,,,,
gallery,MKB000845,,,,,,,,,Landsdowne Hotel,couple portraits,mkb-weddings-landsdowne-hotel-belfast-wedding-photographer-234_500.webp,couple portraits|bride and groom|outdoor portraits|landsdowne hotel|sunset light|dramatic sky|romantic mood|wedding bouquet|elegant attire|belfast wedding|evening portraits|wedding day,"Bride and groom during outdoor sunset portraits at Landsdowne Hotel in Belfast, with a dramatic sky and bouquet.","Evening couple portraits at Landsdowne Hotel, Belfast, with soft sunset light, a dramatic sky and a relaxed wedding day feel.",,,gpt-5.5,2026-07-05T15:25:13.332Z,,,,,,,
